Rute ID,APR Profil,Week Profil,Transportform (profile > profile),problem_type,Type,Antal enheder (len(R_original)),Number,Significant Outliers,Length Org,Length Opt,Contribution Margin (Org),Contribution Margin (Opt),Revenue (Org),Revenue (Opt),Cost (Org),Cost (Opt),Set of Significant Outliers
37000002,O18 Omdeler,U36,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,838.97628,867.8955599999998,1042.1299999999994,1023.3599999999994,203.1499999999999,155.44999999999996,"[113, 114, 115]"
37000002,O18 Omdeler,U36,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,895.8018400000001,902.6287599999999,1042.1299999999994,1023.3599999999996,146.38999999999993,120.79000000000003,"[113, 114, 115]"
37000002,O18 Omdeler,U37,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,582.10628,615.73556,785.259999999999,771.199999999999,203.1499999999999,155.44999999999996,"[113, 114, 115]"
37000002,O18 Omdeler,U37,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,638.9318400000001,650.4687600000001,785.2599999999995,771.1999999999986,146.38999999999993,120.79000000000003,"[113, 114, 115]"
37000002,O18 Omdeler,U38,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,759.2762799999999,787.5355599999999,962.4300000000005,943.0000000000005,203.1499999999999,155.44999999999996,"[113, 114, 115]"
37000002,O18 Omdeler,U38,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,816.10184,822.26876,962.4300000000009,943.0000000000007,146.38999999999993,120.79000000000003,"[113, 114, 115]"
37000002,O18 Omdeler,U39,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,1021.0662799999997,1039.1455599999997,1224.2200000000007,1194.6100000000008,203.1499999999999,155.44999999999996,"[113, 114, 115]"
37000002,O18 Omdeler,U39,foot,TSP,Type 2,177,,0,5152.4000000000015,5152.4000000000015,1077.8918399999998,1077.8918399999998,1224.2200000000003,1224.2200000000003,146.38999999999993,146.38999999999993,[]
37000002,SE Omdeler,Gns. Oms,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,612.9398199999998,684.15664,1003.400000000001,982.940000000001,390.65000000000003,298.96000000000015,"[113, 114, 115]"
37000002,SE Omdeler,Gns. Oms,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,722.18896,750.9324400000002,1003.4000000000011,982.9400000000011,281.27000000000004,232.07000000000022,"[113, 114, 115]"
37000002,SE Omdeler,U36,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,651.55982,724.4741399999999,1042.1299999999994,1023.3599999999994,390.65000000000003,298.96000000000015,"[113, 114, 115]"
37000002,SE Omdeler,U36,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,760.8089600000001,791.24994,1042.1299999999994,1023.3599999999996,281.27000000000004,232.07000000000022,"[113, 114, 115]"
37000002,SE Omdeler,U37,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,394.68981999999994,472.31414,785.259999999999,771.199999999999,390.65000000000003,298.96000000000015,"[113, 114, 115]"
37000002,SE Omdeler,U37,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,503.93896,539.0899400000002,785.2599999999995,771.1999999999986,281.27000000000004,232.07000000000022,"[113, 114, 115]"
37000002,SE Omdeler,U38,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,571.8598199999999,644.11414,962.4300000000005,943.0000000000005,390.65000000000003,298.96000000000015,"[113, 114, 115]"
37000002,SE Omdeler,U38,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,681.10896,710.8899400000001,962.4300000000009,943.0000000000007,281.27000000000004,232.07000000000022,"[113, 114, 115]"
37000002,SE Omdeler,U39,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,833.6498199999996,895.7241399999997,1224.2200000000007,1194.6100000000008,390.65000000000003,298.96000000000015,"[113, 114, 115]"
37000002,SE Omdeler,U39,foot,TSP,Type 2,177,"113, 114, 115",3,5152.4000000000015,4251.099999999998,942.8989599999998,962.4999399999998,1224.2200000000003,1194.6100000000008,281.27000000000004,232.07000000000022,"[113, 114, 115]"
37000002,U18 Omdeler,Gns. Oms,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,859.8002029999999,873.067831,1003.400000000001,982.940000000001,143.64,109.91,"[113, 114, 115]"
37000002,U18 Omdeler,Gns. Oms,foot,TSP,Type 2,177,,0,5152.4000000000015,5152.4000000000015,899.998284,899.998284,1003.4000000000011,1003.4000000000011,103.39000000000004,103.39000000000004,[]
37000002,U18 Omdeler,U36,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,898.420203,913.3853309999998,1042.1299999999994,1023.3599999999994,143.64,109.91,"[113, 114, 115]"
37000002,U18 Omdeler,U36,foot,TSP,Type 2,177,,0,5152.4000000000015,5152.4000000000015,938.6182840000001,938.6182840000001,1042.1299999999994,1042.1299999999994,103.39000000000004,103.39000000000004,[]
37000002,U18 Omdeler,U37,foot,TSP,Type 1,177,"113, 114, 115",3,7153.300000000003,5474.1,641.550203,661.225331,785.259999999999,771.199999999999,143.64,109.91,"[113, 114, 115]"
