id;kommune;vejnr;husnr;husbog;husx;husy;vejx;vejy;husGx;husGy;adresse;kf;linienr;beregning;laengde_med_kf;laengde_uden_kf
1;400;1893;7; ;864720;6122541;864731;6122521;14,7212;55,115;Karolinevej 7;0;57;0;5975;5975
1;400;1893;5; ;864717;6122517;864730;6122515;14,7211;55,1147;Karolinevej 5;0;58;0;5975;5975
1;400;1893;3; ;864707;6122480;864705;6122465;14,7209;55,1144;Karolinevej 3;0;59;0;5975;5975
1;400;1893;1; ;864686;6122484;864684;6122468;14,7206;55,1145;Karolinevej 1;0;60;0;5975;5975
1;400;879;13; ;864686;6122546;864670;6122547;14,7207;55,115;Elisabetsvej 13;0;61;0;5975;5975
1;400;879;11; ;864688;6122580;864674;6122581;14,7208;55,1153;Elisabetsvej 11;0;62;0;5975;5975
1;400;879;9; ;864724;6122581;864675;6122587;14,7213;55,1153;Elisabetsvej 9;0;63;0;5975;5975
1;400;879;7; ;864690;6122606;864678;6122607;14,7208;55,1156;Elisabetsvej 7;0;64;0;5975;5975
1;400;879;3; ;864699;6122669;864685;6122670;14,721;55,1161;Elisabetsvej 3;0;65;0;5975;5975
1;400;2982;47; ;864700;6122741;864691;6122716;14,7212;55,1168;N¯rre L¯kke 47;0;66;0;5975;5975
1;400;2982;45; ;864675;6122732;864673;6122718;14,7208;55,1167;N¯rre L¯kke 45;0;67;0;5975;5975
1;400;2982;43; ;864655;6122741;864652;6122720;14,7205;55,1168;N¯rre L¯kke 43;0;68;0;5975;5975
1;400;2982;41; ;864632;6122738;864630;6122723;14,7201;55,1168;N¯rre L¯kke 41;0;69;0;5975;5975
1;400;2982;39; ;864612;6122744;864609;6122726;14,7198;55,1168;N¯rre L¯kke 39;0;70;0;5975;5975
1;400;2982;35; ;864568;6122750;864565;6122731;14,7191;55,1169;N¯rre L¯kke 35;0;71;0;5975;5975
1;400;2982;33; ;864544;6122749;864542;6122734;14,7187;55,1169;N¯rre L¯kke 33;0;72;0;5975;5975
1;400;2982;31; ;864517;6122751;864515;6122737;14,7183;55,117;N¯rre L¯kke 31;0;73;0;5975;5975
1;400;2982;27; ;864479;6122760;864476;6122742;14,7177;55,1171;N¯rre L¯kke 27;0;74;0;5975;5975
1;400;2982;25; ;864456;6122762;864453;6122745;14,7174;55,1171;N¯rre L¯kke 25;0;75;0;5975;5975
1;400;2982;21; ;864407;6122767;864405;6122751;14,7166;55,1172;N¯rre L¯kke 21;0;76;0;5975;5975
1;400;2982;19; ;864389;6122770;864386;6122753;14,7163;55,1172;N¯rre L¯kke 19;0;77;0;5975;5975
1;400;2982;17; ;864369;6122799;864363;6122756;14,7161;55,1175;N¯rre L¯kke 17;0;78;0;5975;5975
1;400;2982;15; ;864343;6122788;864339;6122759;14,7156;55,1174;N¯rre L¯kke 15;0;79;0;5975;5975
1;400;2982;13; ;864319;6122799;864314;6122762;14,7153;55,1176;N¯rre L¯kke 13;0;80;0;5975;5975
1;400;2982;11; ;864290;6122801;864285;6122766;14,7148;55,1176;N¯rre L¯kke 11;0;81;0;5975;5975
1;400;2982;9; ;864268;6122781;864266;6122768;14,7145;55,1174;N¯rre L¯kke 9;0;82;0;5975;5975
1;400;684;1;B;864212;6122758;864168;6122773;14,7136;55,1173;Christians Plads 1B;0;83;0;5975;5975
1;400;684;1;C;864222;6122757;864168;6122773;14,7137;55,1173;Christians Plads 1C;0;84;0;5975;5975
1;400;684;1;A;864203;6122759;864168;6122773;14,7134;55,1173;Christians Plads 1A;0;85;0;5975;5975
1;400;684;3;D;864229;6122734;864160;6122742;14,7138;55,117;Christians Plads 3D;0;86;0;5975;5975
1;400;684;3;C;864221;6122735;864160;6122742;14,7137;55,1171;Christians Plads 3C;0;87;0;5975;5975
