RouteId;Adress Id;Adress;lon;lat;linjenummer;L_u;route_group;type;problem_type
B46-S-Evening;303676;UTICA AV/PROSPECT PL;-73.93081;40.672944;23;30.0;Evening Busses;Car;HPP
B46-S-Evening;307373;UTICA AV/SAINT JOHNS PL;-73.931072;40.670219;24;30.0;Evening Busses;Car;HPP
B46-S-Evening;307026;UTICA AV/EASTERN PKWY;-73.931297;40.667945;25;30.0;Evening Busses;Car;HPP
B46-S-Evening;307027;UTICA AV/CARROLL ST;-73.931523;40.665808;26;30.0;Evening Busses;Car;HPP
B46-S-Evening;306304;UTICA AV/EMPIRE BLVD;-73.93172;40.663714;27;30.0;Evening Busses;Car;HPP
B46-S-Evening;306479;UTICA AV/EAST NEW YORK AV;-73.931689;40.662841;28;30.0;Evening Busses;Car;HPP
B46-S-Evening;303682;UTICA AV/MIDWOOD ST;-73.9315;40.661062;29;30.0;Evening Busses;Car;HPP
B46-S-Evening;303683;UTICA AV/WINTHROP ST;-73.931185;40.658046;30;30.0;Evening Busses;Car;HPP
B46-S-Evening;303685;UTICA AV/LENOX RD;-73.930853;40.655001;31;30.0;Evening Busses;Car;HPP
B46-S-Evening;303686;UTICA AV/LINDEN BLVD;-73.930689;40.653456;32;30.0;Evening Busses;Car;HPP
B46-S-Evening;308800;UTICA AV/CHURCH AV;-73.930412;40.650968;33;30.0;Evening Busses;Car;HPP
B46-S-Evening;303688;UTICA AV/SNYDER AV;-73.930293;40.649786;34;30.0;Evening Busses;Car;HPP
B46-S-Evening;308777;UTICA AV/TILDEN AV;-73.930095;40.648249;35;30.0;Evening Busses;Car;HPP
B46-S-Evening;303690;UTICA AV/BEVERLY RD;-73.929893;40.646023;36;30.0;Evening Busses;Car;HPP
B46-S-Evening;303691;UTICA AV/CLARENDON RD;-73.929686;40.644096;37;30.0;Evening Busses;Car;HPP
B46-S-Evening;303692;UTICA AV/AVENUE D;-73.929433;40.641719;38;30.0;Evening Busses;Car;HPP
B46-S-Evening;303693;UTICA AV/FOSTER AV;-73.92924;40.63989;39;30.0;Evening Busses;Car;HPP
B46-S-Evening;308036;UTICA AV/FARRAGUT RD;-73.928955;40.637187;40;30.0;Evening Busses;Car;HPP
B46-S-Evening;303695;UTICA AV/GLENWOOD RD;-73.928705;40.634834;41;30.0;Evening Busses;Car;HPP
B46-S-Evening;303696;UTICA AV/AVENUE H;-73.928456;40.632523;42;30.0;Evening Busses;Car;HPP
B46-S-Evening;303697;UTICA AV/AVENUE I;-73.928188;40.630083;43;30.0;Evening Busses;Car;HPP
B46-S-Evening;303698;UTICA AV/AVENUE J;-73.927946;40.627782;44;30.0;Evening Busses;Car;HPP
B46-S-Evening;303699;UTICA AV/FLATLANDS AV;-73.927785;40.626322;45;30.0;Evening Busses;Car;HPP
B46-S-Evening;303700;UTICA AV/AVENUE L;-73.927453;40.623182;46;30.0;Evening Busses;Car;HPP
B46-S-Evening;303701;UTICA AV/AVENUE M;-73.927222;40.621044;47;30.0;Evening Busses;Car;HPP
B46-S-Evening;303702;UTICA AV/AVENUE N;-73.926961;40.618576;48;30.0;Evening Busses;Car;HPP
B46-S-Evening;303703;UTICA AV/AVENUE O;-73.926762;40.616723;49;30.0;Evening Busses;Car;HPP
B46-S-Evening;303704;UTICA AV/FILLMORE AV;-73.926533;40.614579;50;30.0;Evening Busses;Car;HPP
B46-S-Evening;307089;UTICA AV/FLATBUSH AV;-73.926412;40.61344;51;30.0;Evening Busses;Car;HPP
B46-S-Evening;307636;FLATBUSH AV/AVENUE T;-73.924426;40.611273;52;30.0;Evening Busses;Car;HPP
B46-S-Evening;901093;KINGS PLAZA;-73.921443;40.60914;53;30.0;Evening Busses;Car;HPP
B46-S-Morning;307919;WILLIAMSBURG BRIDGE PLAZA/LANE 4;-73.959348;40.709327;1;30.0;Morning;Car;HPP
B46-S-Morning;302293;BROADWAY/MARCY AV;-73.957591;40.708202;2;30.0;Morning;Car;HPP
B46-S-Morning;303170;BROADWAY/HOOPER ST;-73.954114;40.707047;3;30.0;Morning;Car;HPP
B46-S-Morning;303172;BROADWAY/HEYWARD ST;-73.950443;40.705477;4;30.0;Morning;Car;HPP
B46-S-Morning;303173;BROADWAY/LORIMER ST;-73.948057;40.704136;5;30.0;Morning;Car;HPP
B46-S-Morning;303175;BROADWAY/GERRY ST;-73.945111;40.702496;6;30.0;Morning;Car;HPP
B46-S-Morning;303657;BROADWAY/THORNTON ST;-73.943215;40.701436;7;30.0;Morning;Car;HPP
B46-S-Morning;303658;BROADWAY/FLUSHING AV;-73.941297;40.700269;8;30.0;Morning;Car;HPP
B46-S-Morning;303178;BROADWAY/PARK AV;-73.93836;40.698656;9;30.0;Morning;Car;HPP
B46-S-Morning;303660;BROADWAY/MYRTLE AV;-73.934859;40.696666;10;30.0;Morning;Car;HPP
B46-S-Morning;303180;BROADWAY/WILLOUGHBY AV;-73.932806;40.695515;11;30.0;Morning;Car;HPP
B46-S-Morning;303662;BROADWAY/MALCOLM X BLVD;-73.931519;40.694796;12;30.0;Morning;Car;HPP
B46-S-Morning;303663;MALCOLM X BLVD/DE KALB AV;-73.931178;40.693112;13;30.0;Morning;Car;HPP
B46-S-Morning;303664;MALCOLM X BLVD/LAFAYETTE AV;-73.930931;40.691897;14;30.0;Morning;Car;HPP
B46-S-Morning;303665;MALCOLM X BLVD/GREENE AV;-73.930636;40.690434;15;30.0;Morning;Car;HPP
B46-S-Morning;303666;MALCOLM X BLVD/QUINCY ST;-73.930342;40.688948;16;30.0;Morning;Car;HPP
B46-S-Morning;303667;MALCOLM X BLVD/MADISON ST;-73.929908;40.686785;17;30.0;Morning;Car;HPP
B46-S-Morning;307728;MALCOLM X BLVD/HALSEY ST;-73.929334;40.683867;18;30.0;Morning;Car;HPP
B46-S-Morning;303670;MALCOLM X BLVD/DECATUR ST;-73.928886;40.681627;19;30.0;Morning;Car;HPP
B46-S-Morning;303672;MALCOLM X BLVD/FULTON ST;-73.929;40.679421;20;30.0;Morning;Car;HPP
B46-S-Morning;303673;UTICA AV/ATLANTIC AV;-73.930372;40.677591;21;30.0;Morning;Car;HPP
B46-S-Morning;308568;UTICA AV/DEAN ST;-73.930581;40.676011;22;30.0;Morning;Car;HPP
B46-S-Morning;303676;UTICA AV/PROSPECT PL;-73.93081;40.672944;23;30.0;Morning;Car;HPP
B46-S-Morning;307373;UTICA AV/SAINT JOHNS PL;-73.931072;40.670219;24;30.0;Morning;Car;HPP
B46-S-Morning;307026;UTICA AV/EASTERN PKWY;-73.931297;40.667945;25;30.0;Morning;Car;HPP
B46-S-Morning;307027;UTICA AV/CARROLL ST;-73.931523;40.665808;26;30.0;Morning;Car;HPP
B46-S-Morning;306304;UTICA AV/EMPIRE BLVD;-73.93172;40.663714;27;30.0;Morning;Car;HPP
B46-S-Morning;306479;UTICA AV/EAST NEW YORK AV;-73.931689;40.662841;28;30.0;Morning;Car;HPP
B46-S-Morning;303682;UTICA AV/MIDWOOD ST;-73.9315;40.661062;29;30.0;Morning;Car;HPP
B46-S-Morning;303683;UTICA AV/WINTHROP ST;-73.931185;40.658046;30;30.0;Morning;Car;HPP
B46-S-Morning;303685;UTICA AV/LENOX RD;-73.930853;40.655001;31;30.0;Morning;Car;HPP
B46-S-Morning;303686;UTICA AV/LINDEN BLVD;-73.930689;40.653456;32;30.0;Morning;Car;HPP
B46-S-Morning;308800;UTICA AV/CHURCH AV;-73.930412;40.650968;33;30.0;Morning;Car;HPP
B46-S-Morning;303688;UTICA AV/SNYDER AV;-73.930293;40.649786;34;30.0;Morning;Car;HPP
B46-S-Morning;308777;UTICA AV/TILDEN AV;-73.930095;40.648249;35;30.0;Morning;Car;HPP
B46-S-Morning;303690;UTICA AV/BEVERLY RD;-73.929893;40.646023;36;30.0;Morning;Car;HPP
B46-S-Morning;303691;UTICA AV/CLARENDON RD;-73.929686;40.644096;37;30.0;Morning;Car;HPP
B46-S-Morning;303692;UTICA AV/AVENUE D;-73.929433;40.641719;38;30.0;Morning;Car;HPP
B46-S-Morning;303693;UTICA AV/FOSTER AV;-73.92924;40.63989;39;30.0;Morning;Car;HPP
B46-S-Morning;308036;UTICA AV/FARRAGUT RD;-73.928955;40.637187;40;30.0;Morning;Car;HPP
B46-S-Morning;303695;UTICA AV/GLENWOOD RD;-73.928705;40.634834;41;30.0;Morning;Car;HPP
B46-S-Morning;303696;UTICA AV/AVENUE H;-73.928456;40.632523;42;30.0;Morning;Car;HPP
B46-S-Morning;303697;UTICA AV/AVENUE I;-73.928188;40.630083;43;30.0;Morning;Car;HPP
B46-S-Morning;303698;UTICA AV/AVENUE J;-73.927946;40.627782;44;30.0;Morning;Car;HPP
B46-S-Morning;303699;UTICA AV/FLATLANDS AV;-73.927785;40.626322;45;30.0;Morning;Car;HPP
B46-S-Morning;303700;UTICA AV/AVENUE L;-73.927453;40.623182;46;30.0;Morning;Car;HPP
B46-S-Morning;303701;UTICA AV/AVENUE M;-73.927222;40.621044;47;30.0;Morning;Car;HPP
B46-S-Morning;303702;UTICA AV/AVENUE N;-73.926961;40.618576;48;30.0;Morning;Car;HPP
B46-S-Morning;303703;UTICA AV/AVENUE O;-73.926762;40.616723;49;30.0;Morning;Car;HPP
B46-S-Morning;303704;UTICA AV/FILLMORE AV;-73.926533;40.614579;50;30.0;Morning;Car;HPP
B46-S-Morning;307089;UTICA AV/FLATBUSH AV;-73.926412;40.61344;51;30.0;Morning;Car;HPP
B46-S-Morning;307636;FLATBUSH AV/AVENUE T;-73.924426;40.611273;52;30.0;Morning;Car;HPP
B46-S-Morning;901093;KINGS PLAZA;-73.921443;40.60914;53;30.0;Morning;Car;HPP
B46-S-Night;307919;WILLIAMSBURG BRIDGE PLAZA/LANE 4;-73.959348;40.709327;1;30.0;Night;Car;HPP
B46-S-Night;302293;BROADWAY/MARCY AV;-73.957591;40.708202;2;30.0;Night;Car;HPP
B46-S-Night;303170;BROADWAY/HOOPER ST;-73.954114;40.707047;3;30.0;Night;Car;HPP
B46-S-Night;303172;BROADWAY/HEYWARD ST;-73.950443;40.705477;4;30.0;Night;Car;HPP
B46-S-Night;303173;BROADWAY/LORIMER ST;-73.948057;40.704136;5;30.0;Night;Car;HPP
B46-S-Night;303657;BROADWAY/THORNTON ST;-73.943215;40.701436;7;30.0;Night;Car;HPP
B46-S-Night;303658;BROADWAY/FLUSHING AV;-73.941297;40.700269;8;30.0;Night;Car;HPP
B46-S-Night;303178;BROADWAY/PARK AV;-73.93836;40.698656;9;30.0;Night;Car;HPP
B46-S-Night;303660;BROADWAY/MYRTLE AV;-73.934859;40.696666;10;30.0;Night;Car;HPP
B46-S-Night;303180;BROADWAY/WILLOUGHBY AV;-73.932806;40.695515;11;30.0;Night;Car;HPP
B46-S-Night;303662;BROADWAY/MALCOLM X BLVD;-73.931519;40.694796;12;30.0;Night;Car;HPP
B46-S-Night;303663;MALCOLM X BLVD/DE KALB AV;-73.931178;40.693112;13;30.0;Night;Car;HPP
B46-S-Night;303665;MALCOLM X BLVD/GREENE AV;-73.930636;40.690434;15;30.0;Night;Car;HPP
B46-S-Night;303666;MALCOLM X BLVD/QUINCY ST;-73.930342;40.688948;16;30.0;Night;Car;HPP
B46-S-Night;303667;MALCOLM X BLVD/MADISON ST;-73.929908;40.686785;17;30.0;Night;Car;HPP
B46-S-Night;307728;MALCOLM X BLVD/HALSEY ST;-73.929334;40.683867;18;30.0;Night;Car;HPP
B46-S-Night;303670;MALCOLM X BLVD/DECATUR ST;-73.928886;40.681627;19;30.0;Night;Car;HPP
B46-S-Night;303672;MALCOLM X BLVD/FULTON ST;-73.929;40.679421;20;30.0;Night;Car;HPP
B46-S-Night;303673;UTICA AV/ATLANTIC AV;-73.930372;40.677591;21;30.0;Night;Car;HPP
B46-S-Night;308568;UTICA AV/DEAN ST;-73.930581;40.676011;22;30.0;Night;Car;HPP
B46-S-Night;303676;UTICA AV/PROSPECT PL;-73.93081;40.672944;23;30.0;Night;Car;HPP
B46-S-Night;307373;UTICA AV/SAINT JOHNS PL;-73.931072;40.670219;24;30.0;Night;Car;HPP
B46-S-Night;307026;UTICA AV/EASTERN PKWY;-73.931297;40.667945;25;30.0;Night;Car;HPP
B46-S-Night;307027;UTICA AV/CARROLL ST;-73.931523;40.665808;26;30.0;Night;Car;HPP
B46-S-Night;306304;UTICA AV/EMPIRE BLVD;-73.93172;40.663714;27;30.0;Night;Car;HPP
B46-S-Night;306479;UTICA AV/EAST NEW YORK AV;-73.931689;40.662841;28;30.0;Night;Car;HPP
B46-S-Night;303682;UTICA AV/MIDWOOD ST;-73.9315;40.661062;29;30.0;Night;Car;HPP
B46-S-Night;303683;UTICA AV/WINTHROP ST;-73.931185;40.658046;30;30.0;Night;Car;HPP
B46-S-Night;303685;UTICA AV/LENOX RD;-73.930853;40.655001;31;30.0;Night;Car;HPP
B46-S-Night;303686;UTICA AV/LINDEN BLVD;-73.930689;40.653456;32;30.0;Night;Car;HPP
B46-S-Night;308800;UTICA AV/CHURCH AV;-73.930412;40.650968;33;30.0;Night;Car;HPP
B46-S-Night;303688;UTICA AV/SNYDER AV;-73.930293;40.649786;34;30.0;Night;Car;HPP
B46-S-Night;308777;UTICA AV/TILDEN AV;-73.930095;40.648249;35;30.0;Night;Car;HPP
B46-S-Night;303690;UTICA AV/BEVERLY RD;-73.929893;40.646023;36;30.0;Night;Car;HPP
B46-S-Night;303691;UTICA AV/CLARENDON RD;-73.929686;40.644096;37;30.0;Night;Car;HPP
B46-S-Night;303692;UTICA AV/AVENUE D;-73.929433;40.641719;38;30.0;Night;Car;HPP
B46-S-Night;303693;UTICA AV/FOSTER AV;-73.92924;40.63989;39;30.0;Night;Car;HPP
B46-S-Night;308036;UTICA AV/FARRAGUT RD;-73.928955;40.637187;40;30.0;Night;Car;HPP
B46-S-Night;303695;UTICA AV/GLENWOOD RD;-73.928705;40.634834;41;30.0;Night;Car;HPP
B46-S-Night;303696;UTICA AV/AVENUE H;-73.928456;40.632523;42;30.0;Night;Car;HPP
B46-S-Night;303697;UTICA AV/AVENUE I;-73.928188;40.630083;43;30.0;Night;Car;HPP
B46-S-Night;303698;UTICA AV/AVENUE J;-73.927946;40.627782;44;30.0;Night;Car;HPP
B46-S-Night;303699;UTICA AV/FLATLANDS AV;-73.927785;40.626322;45;30.0;Night;Car;HPP
B46-S-Night;303700;UTICA AV/AVENUE L;-73.927453;40.623182;46;30.0;Night;Car;HPP
B46-S-Night;303701;UTICA AV/AVENUE M;-73.927222;40.621044;47;30.0;Night;Car;HPP
B46-S-Night;303702;UTICA AV/AVENUE N;-73.926961;40.618576;48;30.0;Night;Car;HPP
B46-S-Night;303704;UTICA AV/FILLMORE AV;-73.926533;40.614579;50;30.0;Night;Car;HPP
B46-S-Night;307089;UTICA AV/FLATBUSH AV;-73.926412;40.61344;51;30.0;Night;Car;HPP
B46-S-Night;307636;FLATBUSH AV/AVENUE T;-73.924426;40.611273;52;30.0;Night;Car;HPP
B46-S-Night;901093;KINGS PLAZA;-73.921443;40.60914;53;30.0;Night;Car;HPP
B46-S-RushHour;307919;WILLIAMSBURG BRIDGE PLAZA/LANE 4;-73.959348;40.709327;1;30.0;Rush Hour;Car;HPP
B46-S-RushHour;302293;BROADWAY/MARCY AV;-73.957591;40.708202;2;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303170;BROADWAY/HOOPER ST;-73.954114;40.707047;3;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303172;BROADWAY/HEYWARD ST;-73.950443;40.705477;4;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303173;BROADWAY/LORIMER ST;-73.948057;40.704136;5;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303175;BROADWAY/GERRY ST;-73.945111;40.702496;6;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303657;BROADWAY/THORNTON ST;-73.943215;40.701436;7;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303658;BROADWAY/FLUSHING AV;-73.941297;40.700269;8;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303178;BROADWAY/PARK AV;-73.93836;40.698656;9;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303660;BROADWAY/MYRTLE AV;-73.934859;40.696666;10;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303180;BROADWAY/WILLOUGHBY AV;-73.932806;40.695515;11;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303662;BROADWAY/MALCOLM X BLVD;-73.931519;40.694796;12;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303663;MALCOLM X BLVD/DE KALB AV;-73.931178;40.693112;13;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303664;MALCOLM X BLVD/LAFAYETTE AV;-73.930931;40.691897;14;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303665;MALCOLM X BLVD/GREENE AV;-73.930636;40.690434;15;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303666;MALCOLM X BLVD/QUINCY ST;-73.930342;40.688948;16;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303667;MALCOLM X BLVD/MADISON ST;-73.929908;40.686785;17;30.0;Rush Hour;Car;HPP
B46-S-RushHour;307728;MALCOLM X BLVD/HALSEY ST;-73.929334;40.683867;18;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303670;MALCOLM X BLVD/DECATUR ST;-73.928886;40.681627;19;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303672;MALCOLM X BLVD/FULTON ST;-73.929;40.679421;20;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303673;UTICA AV/ATLANTIC AV;-73.930372;40.677591;21;30.0;Rush Hour;Car;HPP
B46-S-RushHour;308568;UTICA AV/DEAN ST;-73.930581;40.676011;22;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303676;UTICA AV/PROSPECT PL;-73.93081;40.672944;23;30.0;Rush Hour;Car;HPP
B46-S-RushHour;307373;UTICA AV/SAINT JOHNS PL;-73.931072;40.670219;24;30.0;Rush Hour;Car;HPP
B46-S-RushHour;307026;UTICA AV/EASTERN PKWY;-73.931297;40.667945;25;30.0;Rush Hour;Car;HPP
B46-S-RushHour;307027;UTICA AV/CARROLL ST;-73.931523;40.665808;26;30.0;Rush Hour;Car;HPP
B46-S-RushHour;306304;UTICA AV/EMPIRE BLVD;-73.93172;40.663714;27;30.0;Rush Hour;Car;HPP
B46-S-RushHour;306479;UTICA AV/EAST NEW YORK AV;-73.931689;40.662841;28;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303682;UTICA AV/MIDWOOD ST;-73.9315;40.661062;29;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303683;UTICA AV/WINTHROP ST;-73.931185;40.658046;30;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303685;UTICA AV/LENOX RD;-73.930853;40.655001;31;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303686;UTICA AV/LINDEN BLVD;-73.930689;40.653456;32;30.0;Rush Hour;Car;HPP
B46-S-RushHour;308800;UTICA AV/CHURCH AV;-73.930412;40.650968;33;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303688;UTICA AV/SNYDER AV;-73.930293;40.649786;34;30.0;Rush Hour;Car;HPP
B46-S-RushHour;308777;UTICA AV/TILDEN AV;-73.930095;40.648249;35;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303690;UTICA AV/BEVERLY RD;-73.929893;40.646023;36;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303691;UTICA AV/CLARENDON RD;-73.929686;40.644096;37;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303692;UTICA AV/AVENUE D;-73.929433;40.641719;38;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303693;UTICA AV/FOSTER AV;-73.92924;40.63989;39;30.0;Rush Hour;Car;HPP
B46-S-RushHour;308036;UTICA AV/FARRAGUT RD;-73.928955;40.637187;40;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303695;UTICA AV/GLENWOOD RD;-73.928705;40.634834;41;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303696;UTICA AV/AVENUE H;-73.928456;40.632523;42;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303697;UTICA AV/AVENUE I;-73.928188;40.630083;43;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303698;UTICA AV/AVENUE J;-73.927946;40.627782;44;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303699;UTICA AV/FLATLANDS AV;-73.927785;40.626322;45;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303700;UTICA AV/AVENUE L;-73.927453;40.623182;46;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303701;UTICA AV/AVENUE M;-73.927222;40.621044;47;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303702;UTICA AV/AVENUE N;-73.926961;40.618576;48;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303703;UTICA AV/AVENUE O;-73.926762;40.616723;49;30.0;Rush Hour;Car;HPP
B46-S-RushHour;303704;UTICA AV/FILLMORE AV;-73.926533;40.614579;50;30.0;Rush Hour;Car;HPP
B46-S-RushHour;307089;UTICA AV/FLATBUSH AV;-73.926412;40.61344;51;30.0;Rush Hour;Car;HPP
B46-S-RushHour;307636;FLATBUSH AV/AVENUE T;-73.924426;40.611273;52;30.0;Rush Hour;Car;HPP
B46-S-RushHour;901093;KINGS PLAZA;-73.921443;40.60914;53;30.0;Rush Hour;Car;HPP
BX12-E-Night;402611;BROADWAY/ISHAM ST;-73.919801;40.868072;1;30.0;Night;Car;HPP
BX12-E-Night;404165;W 207 ST/10 AV;-73.918515;40.864244;2;30.0;Night;Car;HPP
BX12-E-Night;103947;WEST FORDHAM RD/CEDAR AV;-73.911486;40.861666;3;30.0;Night;Car;HPP
BX12-E-Night;103051;WEST FORDHAM RD/SEDGWICK AV;-73.908471;40.86274;4;30.0;Night;Car;HPP
BX12-E-Night;100796;WEST FORDHAM RD/UNIVERSITY AV;-73.904256;40.862703;5;30.0;Night;Car;HPP
BX12-E-Night;104328;WEST FORDHAM RD/JEROME AV;-73.901377;40.862736;6;30.0;Night;Car;HPP
BX12-E-Night;100798;EAST FORDHAM RD/GRAND CONCOURSE;-73.897565;40.862394;7;30.0;Night;Car;HPP
BX12-E-Night;100799;EAST FORDHAM RD/VALENTINE AV;-73.89601;40.862236;8;30.0;Night;Car;HPP
BX12-E-Night;104240;EAST FORDHAM RD/ELM PL;-73.893921;40.861917;9;30.0;Night;Car;HPP
BX12-E-Night;104015;EAST FORDHAM RD/3 AV;-73.890431;40.861137;10;30.0;Night;Car;HPP
BX12-E-Night;100636;EAST FORDHAM RD/BATHGATE AV;-73.887654;40.859601;11;30.0;Night;Car;HPP
BX12-E-Night;103540;EAST FORDHAM RD/HOFFMAN ST;-73.885659;40.858624;12;30.0;Night;Car;HPP
BX12-E-Night;104080;EAST FORDHAM RD/CAMBRELENG AV;-73.882903;40.857651;13;30.0;Night;Car;HPP
BX12-E-Night;100807;EAST FORDHAM RD/SOUTHERN BLVD;-73.880146;40.856465;14;30.0;Night;Car;HPP
BX12-E-Night;100808;PELHAM PKWY/WHITE PLAINS RD;-73.867834;40.856715;15;30.0;Night;Car;HPP
BX12-E-Night;100809;PELHAM PKWY/MULINER AV;-73.861761;40.856878;16;30.0;Night;Car;HPP
BX12-E-Night;100811;PELHAM PKWY/WILLIAMSBRIDGE RD;-73.85623;40.857026;18;30.0;Night;Car;HPP
BX12-E-Night;103151;PELHAM PKWY/JACOBI HOSP;-73.847392;40.85741;20;30.0;Night;Car;HPP
BX12-E-Night;100317;PELHAM PKWY/EASTCHESTER RD;-73.843935;40.857271;21;30.0;Night;Car;HPP
BX12-E-Night;100318;PELHAM PKWY/STILLWELL AV;-73.838814;40.856475;22;30.0;Night;Car;HPP
BX12-E-Night;100319;PELHAM PKWY/ST PAUL AV;-73.830704;40.855472;23;30.0;Night;Car;HPP
BX12-E-Night;902212;WESTCHESTER AV/BRUCKNER BLVD;-73.826752;40.853265;24;30.0;Night;Car;HPP
BX12-E-Night;104081;BAYCHESTER AV/NEW ENGLAND THRUWAY EXIT;-73.830818;40.866449;25;30.0;Night;Car;HPP
BX12-E-Night;902058;MALL/BAY PLAZA;-73.827623;40.865666;26;30.0;Night;Car;HPP
BX12-W-Night;802025;BAY PLAZA BLVD/J C PENNY;-73.827298;40.865989;1;30.0;Night;Car;HPP
BX12-W-Night;103795;BAY PLAZA BLVD/CO-OP CITY BLVD;-73.827849;40.866795;2;30.0;Night;Car;HPP
BX12-W-Night;101739;BARTOW AV/CO-OP CITY BLVD;-73.828714;40.869598;3;30.0;Night;Car;HPP
BX12-W-Night;103255;EDSON AV/BARTOW AV;-73.833072;40.868062;4;30.0;Night;Car;HPP
BX12-W-Night;103945;AMENDOLA PL/WILKINSON AV;-73.827201;40.851782;5;30.0;Night;Car;HPP
BX12-W-Night;103028;PELHAM PKWY/STILLWELL AV;-73.836552;40.856696;8;30.0;Night;Car;HPP
BX12-W-Night;100304;PELHAM PKWY/EASTCHESTER RD;-73.844305;40.857836;9;30.0;Night;Car;HPP
BX12-W-Night;100306;PELHAM PKWY/THROOP AV;-73.851524;40.858026;11;30.0;Night;Car;HPP
BX12-W-Night;100840;PELHAM PKWY/WILLIAMSBRIDGE RD;-73.856642;40.857548;12;30.0;Night;Car;HPP
BX12-W-Night;100842;PELHAM PKWY/WHITE PLAINS RD;-73.867321;40.857292;14;30.0;Night;Car;HPP
BX12-W-Night;100843;EAST FORDHAM RD/SOUTHERN BLVD;-73.880492;40.85731;15;30.0;Night;Car;HPP
BX12-W-Night;103697;EAST FORDHAM RD/HOFFMAN ST;-73.88576;40.85887;17;30.0;Night;Car;HPP
BX12-W-Night;104235;EAST FORDHAM RD/VALENTINE AV;-73.895647;40.862237;20;30.0;Night;Car;HPP
BX12-W-Night;100850;E FORDHAM RD/E 190 ST;-73.897854;40.862426;21;30.0;Night;Car;HPP
BX12-W-Night;100851;E FORDHAM RD/JEROME AV;-73.900802;40.862689;22;30.0;Night;Car;HPP
BX12-W-Night;104226;WEST FORDHAM RD/UNIVERSITY AV;-73.905143;40.862773;23;30.0;Night;Car;HPP
BX12-W-Night;404170;W 207 ST/10 AV;-73.918721;40.864421;26;30.0;Night;Car;HPP
BX12-W-Night;404144;BROADWAY/W 207 ST;-73.920569;40.867837;27;30.0;Night;Car;HPP
BX19-N-Day;803195;RIVERBANK STATE PARK RDWY/RIVERBANK STATE PARK;-73.955503;40.826647;1;30.0;Day Busses;Car;HPP
BX19-N-Day;404022;W 145 ST/RIVERSIDE DR;-73.95165;40.826817;2;30.0;Day Busses;Car;HPP
BX19-N-Day;403681;W 145 ST/BROADWAY;-73.950148;40.826198;3;30.0;Day Busses;Car;HPP
BX19-N-Day;403682;W 145 ST/AMSTERDAM AV;-73.947941;40.825272;4;30.0;Day Busses;Car;HPP
BX19-N-Day;403683;W 145 ST/CONVENT AV;-73.946395;40.824621;5;30.0;Day Busses;Car;HPP
BX19-N-Day;403684;W 145 ST/SAINT NICHOLAS AV;-73.944964;40.82402;6;30.0;Day Busses;Car;HPP
BX19-N-Day;403686;W 145 ST/FREDERICK DOUGLASS BLVD;-73.941493;40.822558;7;30.0;Day Busses;Car;HPP
BX19-N-Day;403687;W 145 ST/ADAM C POWELL BLVD;-73.939352;40.821648;8;30.0;Day Busses;Car;HPP
BX19-N-Day;403688;W 145 ST/MALCOLM X BLVD;-73.93639;40.820444;9;30.0;Day Busses;Car;HPP
BX19-N-Day;101306;E 149 ST/EXTERIOR ST;-73.930052;40.819235;10;30.0;Day Busses;Car;HPP
BX19-N-Day;101307;E 149 ST/GRAND CONCOURSE;-73.926861;40.818377;11;30.0;Day Busses;Car;HPP
